Module	Section	Sample Name	Source
Cutadapt	all_sections	17090_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17090_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17090_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17090_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17094_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17094_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17094_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17094_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17099_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17099_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17099_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17099_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17108_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17108_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17108_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17108_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17122_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17122_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17122_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17122_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17130_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17130_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17130_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17130_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17142_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17142_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17142_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17142_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17145_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17145_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17145_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17145_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17162_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17162_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17162_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17162_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17174_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17174_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17174_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17174_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17176_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17176_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17176_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17176_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17178_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17178_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17178_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17178_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17181_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17181_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17181_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17181_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17203_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17203_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17203_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17203_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17211_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17211_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17211_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17211_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17213_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17213_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17213_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17213_DNAm_R2.fastq.gz_trimming_report.txt
FastQC	all_sections	17007_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17007_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17007_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17007_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17013_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17013_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17013_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17013_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17019_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17019_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17019_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17019_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17069_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17069_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17069_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17069_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17070_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17070_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17070_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17070_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17072_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17072_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17072_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17072_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17079_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17079_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17079_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17079_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17090_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17090_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17090_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17090_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17094_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17094_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17094_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17094_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17099_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17099_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17099_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17099_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17108_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17108_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17108_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17108_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17122_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17122_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17122_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17122_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17130_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17130_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17130_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17130_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17142_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17142_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17142_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17142_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17145_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17145_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17145_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17145_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17162_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17162_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17162_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17162_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17174_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17174_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17174_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17174_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17176_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17176_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17176_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17176_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17178_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17178_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17178_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17178_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17181_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17181_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17181_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17181_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17203_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17203_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17203_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17203_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17211_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17211_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17211_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17211_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17213_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17213_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17213_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17213_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17005_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17005_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17005_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_trim_galore_files/17005_DNAm_R2_val_2_fastqc.zip
