Module	Section	Sample Name	Source
FastQC	all_sections	17013_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17013_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17013_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17013_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17019_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17019_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17019_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17019_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17069_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17069_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17069_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17069_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17070_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17070_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17070_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17070_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17072_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17072_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17072_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17072_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17079_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17079_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17079_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17079_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17090_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17090_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17090_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17090_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17094_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17094_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17094_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17094_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17099_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17099_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17099_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17099_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17108_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17108_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17108_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17108_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17122_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17122_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17122_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17122_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17130_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17130_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17130_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17130_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17142_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17142_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17142_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17142_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17145_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17145_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17145_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17145_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17162_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17162_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17162_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17162_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17174_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17174_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17174_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17174_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17176_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17176_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17176_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17176_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17178_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17178_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17178_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17178_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17181_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17181_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17181_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17181_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17203_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17203_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17203_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17203_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17211_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17211_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17211_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17211_DNAm_R2_val_2_fastqc.zip
FastQC	all_sections	17213_DNAm_R1_val_1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17213_DNAm_R1_val_1_fastqc.zip
FastQC	all_sections	17213_DNAm_R2_val_2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/groupSample_illuminaAdapter_20190726/20190728_trim_galore_files/17213_DNAm_R2_val_2_fastqc.zip
